Symbol,Name,price,dividend yield,price/earnings,book value,52 week low,52 week high,market capitalization,ebitda,price/sales,price/book,SEC Filings
MMM,3M Co.,92.29,2.49,14.98,23.731,68.63,92.34,63.802B,7.569B,2.14,3.86,http://www.sec.gov/cgi-bin/browse-edgar?CIK=MMM&action=getcompany
ACE,ACE Limited,72.74,2.43,12.24,75.98,56.9,77.42,24.666B,2.860B,1.47,0.96,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ACE&action=getcompany
ABT,Abbott Laboratories,66.11,3.01,21.37,16.178,48.22,67.45,104.0B,11.630B,2.62,4.06,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ABT&action=getcompany
ANF,Abercrombie & Fitch Company A,32.01,2.17,27.06,20.511,28.64,77.49,2.643B,503.1M,0.63,1.57,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ANF&action=getcompany
ACN,Accenture,61.63,2.19,15.88,6.422,47.4,65.89,39.123B,4.411B,1.41,9.58,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ACN&action=getcompany
ADBE,Adobe Systems Inc,32.64,N/A,21.09,12.348,22.67,34.78,16.051B,1.492B,3.7,2.64,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ADBE&action=getcompany
AMD,Advanced Micro Devices,4.34,N/A,N/A,1.512,3.89,8.35,3.207B,89.0M,0.51,2.89,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AMD&action=getcompany
AES,AES Corp,11.78,N/A,64.26,8.169,9,14.01,8.830B,4.894B,0.5,1.44,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AES&action=getcompany
AET,Aetna Inc,37.73,1.8,7.4,30.688,33.43,51.14,12.609B,3.677B,0.36,1.22,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AET&action=getcompany
AFL,AFLAC Inc,45.86,2.82,8.33,21.337,31.25,50.33,30.475B,4.177B,1.26,2.14,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AFL&action=getcompany
A,Agilent Technologies Inc,40.53,0.49,13.11,13.588,28.67,46.28,14.084B,1.416B,2.09,3,http://www.sec.gov/cgi-bin/browse-edgar?CIK=A&action=getcompany
GAS,AGL Resources Inc.,40.52,3.14,21.04,29.038,36.59,43.69,4.762B,875.0M,1.5,1.39,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GAS&action=getcompany
APD,Air Products & Chemicals Inc,83.73,2.9,13.33,30.767,72.26,92.79,17.726B,2.507B,1.79,2.73,http://www.sec.gov/cgi-bin/browse-edgar?CIK=APD&action=getcompany
ARG,Airgas Inc,83.49,1.63,19.79,23.897,58.6,93.05,6.415B,863.0M,1.32,3.49,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ARG&action=getcompany
AKAM,Akamai Technologies Inc,35.97,N/A,35.12,12.442,18.25,39.14,6.403B,501.2M,5.13,2.91,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AKAM&action=getcompany
AA,Alcoa Inc,8.98,1.35,128.41,12.75,7.97,12.93,9.581B,2.461B,0.39,0.69,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AA&action=getcompany
ALXN,Alexion Pharmaceuticals,103.42,N/A,102.71,9.072,49.5,109.96,19.966B,332.8M,21.04,11.42,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ALXN&action=getcompany
ATI,Allegheny Technologies Inc,32.52,2.22,17.53,24.025,27.61,53,3.486B,592.5M,0.65,1.35,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ATI&action=getcompany
AGN,Allergan Inc,85.61,0.23,25.07,17.985,71.89,97.09,25.888B,1.755B,4.6,4.75,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AGN&action=getcompany
ALL,Allstate Corp,37.98,2.26,9.29,40.072,22.27,38.38,18.417B,3.708B,0.56,0.95,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ALL&action=getcompany
ANR,Alpha Natural Resources,7.35,N/A,N/A,33.723,5.75,35.15,1.615B,1.315B,0.2,0.21,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ANR&action=getcompany
ALTR,Altera Corp,37.12,0.92,19.73,9.93,29.67,41.63,11.875B,675.2M,6.45,3.71,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ALTR&action=getcompany
MO,Altria Group Inc,34.96,4.72,16.04,2.108,25.05,36.29,70.864B,7.528B,4.08,16.47,http://www.sec.gov/cgi-bin/browse-edgar?CIK=MO&action=getcompany
AMZN,Amazon.com Inc,232.75,N/A,285.09,16.604,166.97,246.71,105.2B,1.939B,1.95,14.1,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AMZN&action=getcompany
AEE,Ameren Corp,34.7,4.6,70.7,31.142,27.22,35.3,8.418B,2.260B,1.2,1.11,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AEE&action=getcompany
AEP,American Electric Power,43.55,4.33,10.55,30.942,35.65,43.96,21.117B,4.734B,1.41,1.4,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AEP&action=getcompany
AXP,American Express Co,55.85,1.35,13.23,16.916,41.3,61.42,63.314B,0,2.18,3.34,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AXP&action=getcompany
AIG,American Intl Group Inc,32.6,N/A,3.1,57.683,19.18,35.05,58.485B,18.051B,0.89,0.56,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AIG&action=getcompany
AMT,American Tower Corp A,70.51,0.61,61.11,8.506,47.94,75.62,27.833B,1.674B,10.36,8.26,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AMT&action=getcompany
AMP,Ameriprise Financial,54.5,2.23,12.87,42.337,36,58.68,11.592B,2.660B,1.14,1.28,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AMP&action=getcompany
ABC,AmerisourceBergen Corp,38.69,1.31,14.53,11.621,34.74,42.32,9.754B,1.388B,0.12,3.33,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ABC&action=getcompany
AMGN,Amgen Inc,82.73,0.88,17.94,25.018,49.55,84.39,63.619B,6.743B,3.83,3.28,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AMGN&action=getcompany
APH,Amphenol Corp A,61.04,0.39,19.6,13.979,38.98,62.08,9.827B,886.5M,2.44,4.35,http://www.sec.gov/cgi-bin/browse-edgar?CIK=APH&action=getcompany
APC,Anadarko Petroleum Corp,69.68,0.52,N/A,39.89,56.42,88.7,34.840B,7.036B,2.57,1.75,http://www.sec.gov/cgi-bin/browse-edgar?CIK=APC&action=getcompany
ADI,Analog Devices Inc,40.43,2.73,17.55,13.157,29.8,40.83,12.062B,1.029B,4.3,3.07,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ADI&action=getcompany
AON,Aon plc,51.83,1.2,18.09,24.522,39.68,52.61,17.230B,2.253B,1.5,2.1,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AON&action=getcompany
APA,Apache Corporation,87.86,0.72,10.67,78.448,73.04,112.09,34.353B,12.599B,2.05,1.13,http://www.sec.gov/cgi-bin/browse-edgar?CIK=APA&action=getcompany
AIV,Apartment Investment & Mgmt,26.04,2.3,N/A,5.419,20.08,28.3,3.790B,576.9M,3.47,4.82,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AIV&action=getcompany
APOL,Apollo Group Inc,28.61,N/A,6.81,7.971,25.77,58.29,3.244B,1.040B,0.73,3.57,http://www.sec.gov/cgi-bin/browse-edgar?CIK=APOL&action=getcompany
AAPL,Apple Inc.,621.7,0.43,14.59,119.225,354.24,644,582.8B,55.816B,3.91,5.21,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AAPL&action=getcompany
AMAT,Applied Materials Inc,11.95,2.78,11.74,6.79,9.7,13.94,15.316B,2.005B,1.57,1.75,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AMAT&action=getcompany
ADM,Archer-Daniels-Midland Co,25.94,2.59,14.42,27.487,23.69,33.98,17.146B,2.890B,0.2,0.96,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ADM&action=getcompany
AIZ,Assurant Inc,35.85,2.07,5.82,61.093,32,44.54,2.907B,1.075B,0.35,0.59,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AIZ&action=getcompany
T,AT&T Inc,37.49,4.7,49.71,17.792,27.29,38.28,217.6B,35.504B,1.7,2.09,http://www.sec.gov/cgi-bin/browse-edgar?CIK=T&action=getcompany
ADSK,Autodesk Inc,35.01,N/A,27.67,8.9,22.99,42.69,8.045B,489.9M,3.55,3.95,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ADSK&action=getcompany
ADP,Automatic Data Processing,57.61,2.7,20.27,12.583,45.17,57.99,27.993B,2.279B,2.6,4.54,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ADP&action=getcompany
AN,AutoNation Inc,39.58,N/A,18.42,12.672,30.46,43.72,4.777B,686.2M,0.32,3.12,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AN&action=getcompany
AZO,AutoZone Inc,359.29,N/A,16.21,-37.217,278,399.1,13.449B,1.801B,1.6,N/A,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AZO&action=getcompany
AVB,"AvalonBay Communities, Inc.",140.34,2.67,22.7,47.442,107.54,151.23,13.555B,617.5M,13.14,2.94,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AVB&action=getcompany
AVY,Avery Dennison Corp,31.77,3.29,18.48,15.058,23.52,32.78,3.314B,584.8M,0.55,2.1,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AVY&action=getcompany
AVP,Avon Products,16.28,4.2,28.64,3.293,14.45,23.94,7.034B,1.074B,0.65,4.99,http://www.sec.gov/cgi-bin/browse-edgar?CIK=AVP&action=getcompany
BHI,Baker Hughes Inc,48.69,1.24,11.56,37.686,37.08,64.67,21.402B,4.342B,1,1.29,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BHI&action=getcompany
BLL,Ball Corp,42.01,0.65,15.59,8.625,29.69,43.7,6.534B,1.118B,0.75,4.84,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BLL&action=getcompany
BAC,Bank of America Corp,7.74,0.52,8.46,20.155,4.92,10.1,83.413B,0,0.96,0.38,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BAC&action=getcompany
BK,The Bank of New York Mellon Corp.,22.25,2.33,12.06,28.81,17.1,24.72,26.284B,0,1.81,0.77,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BK&action=getcompany
BCR,Bard (C.R.) Inc.,98.57,0.79,16.57,22.922,80.8,108.31,8.263B,945.3M,2.78,4.26,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BCR&action=getcompany
BAX,Baxter International Inc.,58.84,2.24,14.47,12.132,47.55,60.54,32.397B,3.859B,2.31,4.85,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BAX&action=getcompany
BBT,BB&T Corporation,31.56,2.27,13.21,26.188,18.92,32.74,22.054B,0,2.72,1.21,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BBT&action=getcompany
BEAM,Beam Inc.,60.37,1.33,14.17,27.394,42.3,64,9.538B,790.6M,4.08,2.21,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BEAM&action=getcompany
BDX,Becton Dickinson,75.89,1.74,13.68,21.22,69.59,82.18,15.144B,2.209B,1.89,3.56,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BDX&action=getcompany
BBBY,Bed Bath & Beyond,62.78,N/A,14.97,16.995,50.17,75.84,14.313B,1.776B,1.51,3.74,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BBBY&action=getcompany
BMS,Bemis Company,30.28,3.27,19.16,15.278,27.21,33.48,3.122B,613.8M,0.59,1.96,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BMS&action=getcompany
BRK.B,Berkshire Hathaway,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BRK.B&action=getcompany
BBY,Best Buy Co. Inc.,19.21,3.34,N/A,10.729,16.97,28.53,6.530B,3.295B,0.13,1.79,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BBY&action=getcompany
BIG,Big Lots Inc.,38.44,N/A,14.11,12.89,29.72,47.22,2.449B,422.4M,0.5,3.2,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BIG&action=getcompany
BIIB,BIOGEN IDEC Inc.,145.505,N/A,25.93,26.522,84.22,150.29,34.390B,2.169B,6.32,5.4,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BIIB&action=getcompany
BLK,BlackRock,174.41,3.29,13.99,140.475,137,209.37,31.290B,3.623B,3.51,1.24,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BLK&action=getcompany
HRB,Block H&R,16.11,4.65,18.09,4.539,12.73,17.46,4.421B,691.7M,1.58,3.55,http://www.sec.gov/cgi-bin/browse-edgar?CIK=HRB&action=getcompany
BMC,BMC Software,41.25,N/A,19.24,8.545,31.62,45.7,6.578B,638.1M,3.01,4.8,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BMC&action=getcompany
BA,Boeing Company,74.21,1.75,12.84,7.725,56.9,77.83,55.791B,7.899B,0.73,9.62,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BA&action=getcompany
BWA,BorgWarner,71.32,N/A,15.8,25.111,54.59,87.45,8.162B,1.153B,1.09,2.79,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BWA&action=getcompany
BXP,Boston Properties,110.7,1.95,46.13,34.064,81.52,113.83,16.684B,1.191B,8.7,3.24,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BXP&action=getcompany
BSX,Boston Scientific,5.54,N/A,N/A,5.578,4.79,6.9,7.848B,1.576B,1.05,0.99,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BSX&action=getcompany
BMY,Bristol-Myers Squibb,31.73,4.25,15.27,9.588,27.6,36.34,53.275B,7.222B,2.6,3.31,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BMY&action=getcompany
BRCM,Broadcom Corporation,35.35,1.11,25.13,12.764,27.59,39.66,19.761B,1.135B,2.6,2.69,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BRCM&action=getcompany
BF.B,Brown-Forman Corporation,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.sec.gov/cgi-bin/browse-edgar?CIK=BF.B&action=getcompany
CHRW,C. H. Robinson Worldwide,54.23,2.38,19.78,7.896,50.81,76.76,8.779B,744.8M,0.81,6.81,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CHRW&action=getcompany
CA,"CA, Inc.",25.56,2.36,12.97,11.739,18.61,28,11.989B,1.719B,2.49,2.17,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CA&action=getcompany
CVC,Cablevision Systems Corp.,15.5,3.85,17.83,-20.681,10.76,19.25,4.202B,2.210B,0.63,N/A,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CVC&action=getcompany
COG,Cabot Oil & Gas,42.88,0.17,83.62,10.17,27.77,45,9.004B,598.4M,8.55,4.28,http://www.sec.gov/cgi-bin/browse-edgar?CIK=COG&action=getcompany
CAM,Cameron International Corp.,52.29,N/A,22.49,20.452,38.38,57.65,12.878B,1.199B,1.69,2.54,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CAM&action=getcompany
CPB,Campbell Soup,33.31,3.5,14.35,4.025,29.93,34.58,10.526B,1.519B,1.36,8.24,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CPB&action=getcompany
COF,Capital One Financial,56.1,0.35,10.59,64.379,36.33,58.69,32.409B,0,2.36,0.88,http://www.sec.gov/cgi-bin/browse-edgar?CIK=COF&action=getcompany
CAH,Cardinal Health Inc.,40.27,2.2,13.15,18.099,38.56,46.23,13.893B,2.189B,0.13,2.22,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CAH&action=getcompany
CFN,Carefusion,26.29,N/A,20.11,23.771,22.55,27.29,5.834B,850.0M,1.49,1.03,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CFN&action=getcompany
KMX,Carmax Inc,28.99,N/A,16.39,12.353,22.77,35.17,6.620B,778.7M,0.64,2.35,http://www.sec.gov/cgi-bin/browse-edgar?CIK=KMX&action=getcompany
CCL,Carnival Corp.,34.05,2.94,18.62,29.558,28.52,37.31,26.525B,3.551B,1.67,1.15,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CCL&action=getcompany
CAT,Caterpillar Inc.,88.94,2.15,9.88,24.379,67.54,116.95,58.102B,11.350B,0.87,3.63,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CAT&action=getcompany
CBG,CBRE Group,17.77,N/A,23.33,3.911,12.3,21.16,5.702B,753.2M,0.91,4.55,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CBG&action=getcompany
CBS,CBS Corp.,35.69,1.12,15.87,15.663,17.99,35.9,23.056B,3.359B,1.58,2.27,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CBS&action=getcompany
CELG,Celgene Corp.,71.94,N/A,20.71,13.758,51.75,80.42,31.037B,2.189B,5.94,5.18,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CELG&action=getcompany
CNP,CenterPoint Energy,21.08,3.82,6.59,10.136,18.07,21.47,9.009B,2.232B,1.18,2.07,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CNP&action=getcompany
CTL,CenturyLink Inc,42.78,6.82,46.59,33.219,31.16,43.43,26.577B,7.551B,1.45,1.28,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CTL&action=getcompany
CERN,Cerner,71.12,N/A,35.34,15.006,54.02,88.32,12.174B,658.1M,5.08,4.78,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CERN&action=getcompany
CF,CF Industries Holdings Inc,207.95,0.56,8.14,78.062,115.34,215.18,13.371B,3.472B,2.14,2.72,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CF&action=getcompany
SCHW,Charles Schwab,12.88,1.84,19.65,6.068,10.56,15.53,16.375B,0,3.47,2.14,http://www.sec.gov/cgi-bin/browse-edgar?CIK=SCHW&action=getcompany
CHK,Chesapeake Energy,19.68,1.73,6.77,26.325,13.32,33.87,13.028B,5.139B,1.07,0.77,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CHK&action=getcompany
CVX,Chevron Corp.,113.55,2.93,8.39,63.607,86.68,113.28,224.1B,50.901B,0.97,1.77,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CVX&action=getcompany
CMG,Chipotle Mexican Grill,295.39,N/A,36.11,39.801,271.53,442.4,9.359B,512.0M,3.74,7.47,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CMG&action=getcompany
CB,Chubb Corp.,72.45,2.21,12.21,57.381,56.19,74.4,19.257B,2.611B,1.4,1.26,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CB&action=getcompany
CI,CIGNA Corp.,43.82,0.09,9.73,31.302,38.79,49.89,12.636B,2.483B,0.5,1.4,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CI&action=getcompany
CINF,Cincinnati Financial,38.29,4.22,22.83,31.753,24.66,38.51,6.223B,436.0M,1.59,1.2,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CINF&action=getcompany
CTAS,Cintas Corporation,40.93,1.33,17.95,16.908,26.39,41.14,5.179B,695.5M,1.26,2.41,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CTAS&action=getcompany
CSCO,Cisco Systems,17.54,1.58,13.03,9.541,14.9,21.3,93.960B,12.835B,2.08,1.86,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CSCO&action=getcompany
C,Citigroup Inc.,28.9,0.14,8.36,62.608,21.4,38.4,84.749B,0,1.3,0.46,http://www.sec.gov/cgi-bin/browse-edgar?CIK=C&action=getcompany
CTXS,Citrix Systems,76.26,N/A,39.51,15.48,50.21,87.99,14.434B,591.9M,5.98,4.88,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CTXS&action=getcompany
CLF,Cliffs Natural Resources,44.91,2.64,4.54,44.179,36.06,85.64,6.399B,2.311B,0.96,1.02,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CLF&action=getcompany
CLX,Clorox Co.,71.85,3.41,17.52,-1.038,63.06,73.65,9.345B,1.080B,1.7,N/A,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CLX&action=getcompany
CME,CME Group Inc.,53.59,3.83,11.3,65.302,44.938,60.922,17.742B,2.150B,5.57,0.82,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CME&action=getcompany
CMS,CMS Energy,23.89,3.92,18.29,11.797,18.13,24.98,6.300B,1.490B,1.02,2.01,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CMS&action=getcompany
COH,Coach Inc.,54.83,1.77,15.6,6.961,45.7,79.7,15.698B,1.644B,3.31,7.91,http://www.sec.gov/cgi-bin/browse-edgar?CIK=COH&action=getcompany
KO,Coca Cola Co.,78.79,2.47,20.98,14.335,63.34,81.33,177.4B,12.984B,3.75,5.53,http://www.sec.gov/cgi-bin/browse-edgar?CIK=KO&action=getcompany
CCE,Coca-Cola Enterprises,29.43,1.96,13.02,9.385,23.03,30.73,8.667B,1.338B,1.07,3.15,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CCE&action=getcompany
CTSH,Cognizant Technology Solutions,64.97,N/A,20.65,13.541,53.54,78,19.636B,1.390B,2.88,4.76,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CTSH&action=getcompany
CL,Colgate-Palmolive,105.37,2.29,20.78,4.863,83.53,109.84,49.963B,4.339B,2.92,21.58,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CL&action=getcompany
CMCSA,Comcast Corp.,34.73,1.6,19.86,17.838,19.54,35.16,92.931B,19.373B,1.55,1.94,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CMCSA&action=getcompany
CMA,Comerica Inc.,30.81,1.47,12.91,36.171,21.48,34,5.962B,0,2.43,0.85,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CMA&action=getcompany
CSC,Computer Sciences Corp.,31.32,2.62,N/A,17.906,22.19,33.8,4.861B,1.369B,0.3,1.7,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CSC&action=getcompany
CAG,ConAgra Foods Inc.,24.83,3.88,22.11,10.891,22.39,27.34,10.123B,1.211B,0.76,2.27,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CAG&action=getcompany
COP,ConocoPhillips,57.28,34.45,6.67,37.85,50.62,78.29,69.569B,29.933B,0.3,1.51,http://www.sec.gov/cgi-bin/browse-edgar?CIK=COP&action=getcompany
CNX,CONSOL Energy Inc.,32.87,1.51,12.39,17.004,26.41,46.9,7.482B,1.307B,1.34,1.95,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CNX&action=getcompany
ED,Consolidated Edison,63.87,3.79,17.57,39.533,53.33,65.98,18.707B,3.160B,1.5,1.61,http://www.sec.gov/cgi-bin/browse-edgar?CIK=ED&action=getcompany
STZ,Constellation Brands,29.94,N/A,13.67,12.968,17.05,30.09,5.310B,651.1M,1.99,2.3,http://www.sec.gov/cgi-bin/browse-edgar?CIK=STZ&action=getcompany
CBE,Cooper Industries,74.08,2.05,17.71,24.11,41.15,73.67,11.831B,933.8M,2.08,3.05,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CBE&action=getcompany
GLW,Corning Inc.,11.57,2.37,8.09,14.332,10.62,15.75,17.228B,2.557B,2.22,0.81,http://www.sec.gov/cgi-bin/browse-edgar?CIK=GLW&action=getcompany
COST,Costco Co.,95.3,1.08,26.62,29.048,71.7,97.76,41.202B,3.460B,0.43,3.28,http://www.sec.gov/cgi-bin/browse-edgar?CIK=COST&action=getcompany
CVH,Coventry Health Care Inc.,32.45,0.77,9.84,32.416,25.78,36.04,4.511B,906.3M,0.34,1,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CVH&action=getcompany
COV,Covidien plc,57.17,1.59,14.56,21.844,41.35,57.5,27.572B,3.287B,2.29,2.59,http://www.sec.gov/cgi-bin/browse-edgar?CIK=COV&action=getcompany
CCI,Crown Castle International Corp.,62.42,N/A,70.16,9.855,38.7,63.19,18.142B,1.363B,8.29,6.28,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CCI&action=getcompany
CSX,CSX Corp.,22.98,2.21,12.69,8.54,17.69,23.71,23.899B,4.525B,1.98,2.65,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CSX&action=getcompany
CMI,Cummins Inc.,101.31,1.58,10.06,32.325,79.53,129.51,19.127B,2.515B,1.04,3.13,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CMI&action=getcompany
CVS,CVS Caremark Corp.,44.95,1.36,17.07,29.498,32.14,48.69,57.604B,8.046B,0.51,1.53,http://www.sec.gov/cgi-bin/browse-edgar?CIK=CVS&action=getcompany
DHI,D. R. Horton,18.09,0.82,6.97,10.931,8.03,19.35,5.776B,233.4M,1.43,1.69,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DHI&action=getcompany
DHR,Danaher Corp.,53.48,0.19,16.32,26.32,39.34,56.45,37.188B,4.016B,2.04,2.01,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DHR&action=getcompany
DRI,Darden Restaurants,52.85,3.37,14.87,14.276,40.69,55.84,6.819B,1.086B,0.86,3.72,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DRI&action=getcompany
DVA,DaVita Inc.,96.68,N/A,17.69,25.174,59.14,100.52,9.146B,1.602B,1.2,3.82,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DVA&action=getcompany
DF,Dean Foods,16.63,N/A,N/A,-0.286,7.83,17.5,3.068B,773.6M,0.23,N/A,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DF&action=getcompany
DE,Deere & Co.,79.37,2.21,10.91,18.552,59.92,89.7,31.568B,5.606B,0.93,4.24,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DE&action=getcompany
DELL,Dell Inc.,12.41,N/A,7.08,5.313,11.39,18.36,21.705B,5.064B,0.35,2.33,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DELL&action=getcompany
DNR,Denbury Resources Inc.,15.83,N/A,9.52,12.756,10.2,21.37,6.129B,1.696B,2.51,1.23,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DNR&action=getcompany
XRAY,Dentsply International,38.63,0.56,23.66,13.763,28.35,41.38,5.477B,467.3M,1.93,2.8,http://www.sec.gov/cgi-bin/browse-edgar?CIK=XRAY&action=getcompany
DVN,Devon Energy Corp.,59.88,1.22,10.2,54.944,50.74,76.34,24.221B,6.628B,2.52,1.1,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DVN&action=getcompany
DV,"DeVry, Inc.",19.23,1.51,6.52,21.183,18.15,48.64,1.259B,455.2M,0.61,0.94,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DV&action=getcompany
DO,Diamond Offshore Drilling,68.15,5.11,11.44,32.238,51.16,72.8,9.475B,1.408B,3.09,2.12,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DO&action=getcompany
DTV,DirecTV,52.1,N/A,13.12,-6.775,39.82,50.68,32.711B,7.046B,1.11,N/A,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DTV&action=getcompany
DFS,Discover Financial Services,36.84,0.99,8.47,17.204,21.44,37.22,18.969B,0,2.9,2.12,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DFS&action=getcompany
DISCA,Discovery Communications,54.58,N/A,19.46,17.184,35.65,55.35,20.795B,1.975B,4.6,3.14,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DISCA&action=getcompany
DLTR,Dollar Tree,50.72,N/A,24.51,6.382,30.56,56.815,11.765B,975.8M,1.76,8.09,http://www.sec.gov/cgi-bin/browse-edgar?CIK=DLTR&action=getcompany
